REGION,RATING_AREA,PLAN_TYPE,PARTICIPATION_MINIMUM,PARTICIPATION_MAXIMUM,MINIMUM_ENROLLED,PLAN_ID,TIERS,PRODUCT_ID,PRODUCT_NAME,INDIVIDUAL,TWO_PERSON,IND_PLUS_1_CHILD,IND_PLUS_CHILDREN,FAMILY,DOCUMENT_URL,EFFECTIVE_DATE,END_DATE,MAXIMUM_ENROLLED,VERSION,UNIQUE_IDENTIFIER,ORTHO,GRANDFATHER_EXPIRATION_DATE,RELATION_ID
MN,METRO,Freedom,70,100,25,OSTN2I4386228,THREE,2129629577,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,34.3,73.7,73.7,136,136,,2/1/20,2/29/20,50,0,,2000,,OSTN2I
MN,METRO,Freedom,20,69,25,051MD74389129,THREE,2129629578,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,39.5,84.7,84.7,156.4,156.4,,3/1/20,3/31/20,50,0,,2000,,051MD7
MN,METRO,Freedom,70,100,25,OSTN2I4389130,THREE,2129629578,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,34.3,73.7,73.7,136,136,,3/1/20,3/31/20,50,0,,2000,,OSTN2I
MN,METRO,Freedom,20,69,25,051MD74392231,THREE,2129629580,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,39.5,84.7,84.7,156.4,156.4,,4/1/20,4/30/20,50,0,,2000,,051MD7
MN,METRO,Freedom,70,100,25,OSTN2I4392232,THREE,2129629580,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,34.3,73.7,73.7,136,136,,4/1/20,4/30/20,50,0,,2000,,OSTN2I
MN,METRO,Freedom,20,69,25,051MD74395233,THREE,2129629581,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,39.5,84.7,84.7,156.4,156.4,,5/1/20,5/31/20,50,0,,2000,,051MD7
MN,METRO,Freedom,70,100,25,OSTN2I4395234,THREE,2129629581,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,34.3,73.7,73.7,136,136,,5/1/20,5/31/20,50,0,,2000,,OSTN2I
MN,METRO,Freedom,20,69,25,051MD74398335,THREE,2129629582,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,39.5,84.7,84.7,156.4,156.4,,6/1/20,6/30/20,50,0,,2000,,051MD7
MN,METRO,Freedom,70,100,25,OSTN2I4398336,THREE,2129629582,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,34.3,73.7,73.7,136,136,,6/1/20,6/30/20,50,0,,2000,,OSTN2I
MN,NON METRO,Freedom,20,69,10,6GYPVN4383137,THREE,2129629821,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $2000 Max 3 Tier Non Metro ,52.8,110.3,110.3,191.9,191.9,,1/1/20,1/31/20,50,0,,1500,,6GYPVN
MN,NON METRO,Freedom,70,100,10,VDB59H4383138,THREE,2129629821,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $2000 Max 3 Tier Non Metro ,45.9,95.9,95.9,166.9,166.9,,1/1/20,1/31/20,50,0,,1500,,VDB59H
MN,NON METRO,Freedom,20,69,10,6GYPVN4386239,THREE,2129629823,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $2000 Max 3 Tier Non Metro,52.8,110.3,110.3,191.9,191.9,,2/1/20,2/29/20,50,0,,1500,,6GYPVN
MN,NON METRO,Freedom,70,100,10,VDB59H4386240,THREE,2129629823,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $2000 Max 3 Tier Non Metro,45.9,95.9,95.9,166.9,166.9,,2/1/20,2/29/20,50,0,,1500,,VDB59H
MN,NON METRO,Freedom,70,100,10,VDB59H4389141,THREE,2129629824,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $2000 Max 3 Tier Non Metro,45.9,95.9,95.9,166.9,166.9,,3/1/20,3/31/20,50,0,,1500,,VDB59H
MN,NON METRO,Freedom,20,69,10,6GYPVN4389142,THREE,2129629824,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $2000 Max 3 Tier Non Metro,52.8,110.3,110.3,191.9,191.9,,3/1/20,3/31/20,50,0,,1500,,6GYPVN
MN,NON METRO,Freedom,20,69,10,6GYPVN4392243,THREE,2129629825,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $2000 Max 3 Tier Non Metro ,52.8,110.3,110.3,191.9,191.9,,4/1/20,4/30/20,50,0,,1500,,6GYPVN
MN,NON METRO,Freedom,70,100,10,VDB59H4392244,THREE,2129629825,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $2000 Max 3 Tier Non Metro ,45.9,95.9,95.9,166.9,166.9,,4/1/20,4/30/20,50,0,,1500,,VDB59H
MN,NON METRO,Freedom,20,69,10,6GYPVN4395245,THREE,2129629830,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $2000 Max 3 Tier Non Metro,52.8,110.3,110.3,191.9,191.9,,5/1/20,5/31/20,50,0,,1500,,6GYPVN
MN,NON METRO,Freedom,70,100,10,VDB59H4395246,THREE,2129629830,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $2000 Max 3 Tier Non Metro,45.9,95.9,95.9,166.9,166.9,,5/1/20,5/31/20,50,0,,1500,,VDB59H
MN,NON METRO,Freedom,70,100,10,VDB59H4398347,THREE,2129629831,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $2000 Max 3 Tier Non Metro,45.9,95.9,95.9,166.9,166.9,,6/1/20,6/30/20,50,0,,1500,,VDB59H
MN,NON METRO,Freedom,20,69,10,6GYPVN4398348,THREE,2129629831,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $2000 Max 3 Tier Non Metro,52.8,110.3,110.3,191.9,191.9,,6/1/20,6/30/20,50,0,,1500,,6GYPVN
MN,METRO,Freedom,70,100,25,CSI42Q4383149,THREE,2129630819,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Metro ,36,77,77,141.4,141.4,,1/1/20,1/31/20,50,0,,2000,,CSI42Q
MN,METRO,Freedom,20,69,25,J1E5TR4383150,THREE,2129630819,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Metro ,41.4,88.6,88.6,162.5,162.5,,1/1/20,1/31/20,50,0,,2000,,J1E5TR
MN,METRO,Freedom,70,100,25,CSI42Q4386251,THREE,2129630820,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Metro ,36,77,77,141.4,141.4,,2/1/20,2/29/20,50,0,,2000,,CSI42Q
MN,METRO,Freedom,20,69,25,J1E5TR4386252,THREE,2129630820,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Metro ,41.4,88.6,88.6,162.5,162.5,,2/1/20,2/29/20,50,0,,2000,,J1E5TR
MN,METRO,Freedom,70,100,25,CSI42Q4389153,THREE,2129630821,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Metro ,36,77,77,141.4,141.4,,3/1/20,3/31/20,50,0,,2000,,CSI42Q
MN,METRO,Freedom,20,69,25,J1E5TR4389154,THREE,2129630821,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Metro ,41.4,88.6,88.6,162.5,162.5,,3/1/20,3/31/20,50,0,,2000,,J1E5TR
MN,METRO,Freedom,70,100,25,CSI42Q4392255,THREE,2129630822,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Metro ,36,77,77,141.4,141.4,,4/1/20,4/30/20,50,0,,2000,,CSI42Q
MN,METRO,Freedom,20,69,25,J1E5TR4392256,THREE,2129630822,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Metro ,41.4,88.6,88.6,162.5,162.5,,4/1/20,4/30/20,50,0,,2000,,J1E5TR
MN,METRO,Freedom,70,100,25,CSI42Q4395257,THREE,2129630823,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Metro ,36,77,77,141.4,141.4,,5/1/20,5/31/20,50,0,,2000,,CSI42Q
MN,METRO,Freedom,20,69,25,J1E5TR4395258,THREE,2129630823,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Metro ,41.4,88.6,88.6,162.5,162.5,,5/1/20,5/31/20,50,0,,2000,,J1E5TR
MN,METRO,Freedom,70,100,25,CSI42Q4398359,THREE,2129630824,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Metro ,36,77,77,141.4,141.4,,6/1/20,6/30/20,50,0,,2000,,CSI42Q
MN,METRO,Freedom,20,69,25,J1E5TR4398360,THREE,2129630824,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Metro ,41.4,88.6,88.6,162.5,162.5,,6/1/20,6/30/20,50,0,,2000,,J1E5TR
MN,NON METRO,Freedom,20,69,25,B69RDP4383161,THREE,2129630902,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Non Metro ,51.2,108.4,108.4,194.2,194.2,,1/1/20,1/31/20,50,0,,2000,,B69RDP
MN,NON METRO,Freedom,70,100,25,28K1RR4383162,THREE,2129630902,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Non Metro ,44.5,94.3,94.3,168.9,168.9,,1/1/20,1/31/20,50,0,,2000,,28K1RR
MN,NON METRO,Freedom,70,100,25,28K1RR4386263,THREE,2129630904,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Non Metro ,44.5,94.3,94.3,168.9,168.9,,2/1/20,2/29/20,50,0,,2000,,28K1RR
MN,NON METRO,Freedom,20,69,25,B69RDP4386264,THREE,2129630904,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Non Metro ,51.2,108.4,108.4,194.2,194.2,,2/1/20,2/29/20,50,0,,2000,,B69RDP
MN,NON METRO,Freedom,70,100,25,28K1RR4389165,THREE,2129630905,Freedom Enhanced  w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Non Metro ,44.5,94.3,94.3,168.9,168.9,,3/1/20,3/31/20,50,0,,2000,,28K1RR
MN,NON METRO,Freedom,20,69,25,B69RDP4389166,THREE,2129630905,Freedom Enhanced  w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Non Metro ,51.2,108.4,108.4,194.2,194.2,,3/1/20,3/31/20,50,0,,2000,,B69RDP
MN,NON METRO,Freedom,70,100,25,28K1RR4392267,THREE,2129630906,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Non Metro ,44.5,94.3,94.3,168.9,168.9,,4/1/20,4/30/20,50,0,,2000,,28K1RR
MN,NON METRO,Freedom,20,69,25,B69RDP4392268,THREE,2129630906,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Non Metro ,51.2,108.4,108.4,194.2,194.2,,4/1/20,4/30/20,50,0,,2000,,B69RDP
MN,NON METRO,Freedom,70,100,25,28K1RR4395269,THREE,2129630907,Freedom Enhanced  w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Non Metro ,44.5,94.3,94.3,168.9,168.9,,5/1/20,5/31/20,50,0,,2000,,28K1RR
MN,NON METRO,Freedom,20,69,25,B69RDP4395270,THREE,2129630907,Freedom Enhanced  w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Non Metro ,51.2,108.4,108.4,194.2,194.2,,5/1/20,5/31/20,50,0,,2000,,B69RDP
MN,NON METRO,Freedom,70,100,25,28K1RR4398371,THREE,2129630908,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Non Metro ,44.5,94.3,94.3,168.9,168.9,,6/1/20,6/30/20,50,0,,2000,,28K1RR
MN,NON METRO,Freedom,20,69,25,B69RDP4398372,THREE,2129630908,Freedom Enhanced w/Ortho $2000 $50/$150 Ded $1500 Max 3 Tier Non Metro ,51.2,108.4,108.4,194.2,194.2,,6/1/20,6/30/20,50,0,,2000,,B69RDP
MN,NON METRO,Freedom,20,69,10,5NFLMG4383173,THREE,2129641165,Freedom Enhanced w/Ortho $1000  $50/$150 Ded $1000 Max 3 Tier Non Metro ,48.8,101,101,171.6,171.6,,1/1/20,1/31/20,50,0,,1000,,5NFLMG
MN,NON METRO,Freedom,70,100,10,KC0GZ94383174,THREE,2129641165,Freedom Enhanced w/Ortho $1000  $50/$150 Ded $1000 Max 3 Tier Non Metro ,42.4,87.8,87.8,149.2,149.2,,1/1/20,1/31/20,50,0,,1000,,KC0GZ9
MN,NON METRO,Freedom,20,69,10,5NFLMG4386275,THREE,2129641166,Freedom Enhanced w/Ortho $1000  $50/$150 Ded $1000 Max 3 Tier Non Metro ,48.8,101,101,171.6,171.6,,2/1/20,2/29/20,50,0,,1000,,5NFLMG
MN,NON METRO,Freedom,70,100,10,KC0GZ94386276,THREE,2129641166,Freedom Enhanced w/Ortho $1000  $50/$150 Ded $1000 Max 3 Tier Non Metro ,42.4,87.8,87.8,149.2,149.2,,2/1/20,2/29/20,50,0,,1000,,KC0GZ9
MN,NON METRO,Freedom,20,69,10,5NFLMG4389177,THREE,2129641167,Freedom Enhanced w/Ortho $1000  $50/$150 Ded $1000 Max 3 Tier Non Metro,48.8,101,101,171.6,171.6,,3/1/20,3/31/20,50,0,,1000,,5NFLMG
MN,NON METRO,Freedom,70,100,10,KC0GZ94389178,THREE,2129641167,Freedom Enhanced w/Ortho $1000  $50/$150 Ded $1000 Max 3 Tier Non Metro,42.4,87.8,87.8,149.2,149.2,,3/1/20,3/31/20,50,0,,1000,,KC0GZ9
MN,NON METRO,Freedom,20,69,10,5NFLMG4392279,THREE,2129641168,Freedom Enhanced w/Ortho $1000  $50/$150 Ded $1000 Max 3 Tier Non Metro,48.8,101,101,171.6,171.6,,4/1/20,4/30/20,50,0,,1000,,5NFLMG
MN,NON METRO,Freedom,70,100,10,KC0GZ94392280,THREE,2129641168,Freedom Enhanced w/Ortho $1000  $50/$150 Ded $1000 Max 3 Tier Non Metro,42.4,87.8,87.8,149.2,149.2,,4/1/20,4/30/20,50,0,,1000,,KC0GZ9
MN,NON METRO,Freedom,20,69,10,5NFLMG4395281,THREE,2129641169,Freedom Enhanced w/Ortho $1000  $50/$150 Ded $1000 Max 3 Tier Non Metro,48.8,101,101,171.6,171.6,,5/1/20,5/31/20,50,0,,1000,,5NFLMG
MN,NON METRO,Freedom,70,100,10,KC0GZ94395282,THREE,2129641169,Freedom Enhanced w/Ortho $1000  $50/$150 Ded $1000 Max 3 Tier Non Metro,42.4,87.8,87.8,149.2,149.2,,5/1/20,5/31/20,50,0,,1000,,KC0GZ9
MN,NON METRO,Freedom,20,69,10,5NFLMG4398383,THREE,2129641170,Freedom Enhanced w/Ortho $1000  $50/$150 Ded $1000 Max 3 Tier Non Metro ,48.8,101,101,171.6,171.6,,6/1/20,6/30/20,50,0,,1000,,5NFLMG
MN,NON METRO,Freedom,70,100,10,KC0GZ94398384,THREE,2129641170,Freedom Enhanced w/Ortho $1000  $50/$150 Ded $1000 Max 3 Tier Non Metro ,42.4,87.8,87.8,149.2,149.2,,6/1/20,6/30/20,50,0,,1000,,KC0GZ9
MN,METRO,Preferred,70,100,25,BX4SJG4383185,THREE,2129641200,Preferred w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,33.7,72.3,72.3,133.8,133.8,,1/1/20,1/31/20,50,0,,2000,,BX4SJG
MN,METRO,Preferred,20,69,25,H0Z97A4383186,THREE,2129641200,Preferred w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,38.7,83.1,83.1,153.8,153.8,,1/1/20,1/31/20,50,0,,2000,,H0Z97A
MN,METRO,Preferred,70,100,25,BX4SJG4386287,THREE,2129641201,Preferred w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro,33.7,72.3,72.3,133.8,133.8,,2/1/20,2/29/20,50,0,,2000,,BX4SJG
MN,METRO,Preferred,20,69,25,H0Z97A4386288,THREE,2129641201,Preferred w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro,38.7,83.1,83.1,153.8,153.8,,2/1/20,2/29/20,50,0,,2000,,H0Z97A
MN,METRO,Preferred,70,100,25,BX4SJG4389189,THREE,2129641202,Preferred w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,33.7,72.3,72.3,133.8,133.8,,3/1/20,3/31/20,50,0,,2000,,BX4SJG
MN,METRO,Preferred,20,69,25,H0Z97A4389190,THREE,2129641202,Preferred w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,38.7,83.1,83.1,153.8,153.8,,3/1/20,3/31/20,50,0,,2000,,H0Z97A
MN,METRO,Preferred,70,100,25,BX4SJG4392291,THREE,2129641203,Preferred w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,33.7,72.3,72.3,133.8,133.8,,4/1/20,4/30/20,50,0,,2000,,BX4SJG
MN,METRO,Preferred,20,69,25,H0Z97A4392292,THREE,2129641203,Preferred w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,38.7,83.1,83.1,153.8,153.8,,4/1/20,4/30/20,50,0,,2000,,H0Z97A
MN,METRO,Preferred,70,100,25,BX4SJG4395293,THREE,2129641204,Preferred w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,33.7,72.3,72.3,133.8,133.8,,5/1/20,5/31/20,50,0,,2000,,BX4SJG
MN,METRO,Preferred,20,69,25,H0Z97A4395294,THREE,2129641204,Preferred w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,38.7,83.1,83.1,153.8,153.8,,5/1/20,5/31/20,50,0,,2000,,H0Z97A
MN,METRO,Preferred,70,100,25,BX4SJG4398395,THREE,2129641205,Preferred w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,33.7,72.3,72.3,133.8,133.8,,6/1/20,6/30/20,50,0,,2000,,BX4SJG
MN,METRO,Preferred,20,69,25,H0Z97A4398396,THREE,2129641205,Preferred w/Ortho $2000 $50/$150 Ded $1000 Max 3 Tier Metro ,38.7,83.1,83.1,153.8,153.8,,6/1/20,6/30/20,50,0,,2000,,H0Z97A
MN,NON METRO,Preferred,20,69,10,6BHVPN4383197,THREE,2129641385,Preferred w/Ortho $1000  $50/$150 Ded $2000 Max 3 Tier Non Metro ,51.7,106.9,106.9,181,181,,1/1/20,1/31/20,50,0,,1000,,6BHVPN
MN,NON METRO,Preferred,70,100,10,UJ8CDX4383198,THREE,2129641385,Preferred w/Ortho $1000  $50/$150 Ded $2000 Max 3 Tier Non Metro ,45,92.9,92.9,157.4,157.4,,1/1/20,1/31/20,50,0,,1000,,UJ8CDX
MN,NON METRO,Preferred,20,69,10,6BHVPN4386299,THREE,2129641387,Preferred w/Ortho $1000  $50/$150 Ded $2000 Max 3 Tier Non Metro ,51.7,106.9,106.9,181,181,,2/1/20,2/29/20,50,0,,1000,,6BHVPN
MN,NON METRO,Preferred,70,100,10,UJ8CDX43862100,THREE,2129641387,Preferred w/Ortho $1000  $50/$150 Ded $2000 Max 3 Tier Non Metro ,45,92.9,92.9,157.4,157.4,,2/1/20,2/29/20,50,0,,1000,,UJ8CDX
MN,NON METRO,Preferred,20,69,10,6BHVPN43891101,THREE,2129641394,Preferred w/Ortho $1000  $50/$150 Ded $2000 Max 3 Tier Non Metro ,51.7,106.9,106.9,181,181,,3/1/20,3/31/20,50,0,,1000,,6BHVPN
MN,NON METRO,Preferred,70,100,10,UJ8CDX43891102,THREE,2129641394,Preferred w/Ortho $1000  $50/$150 Ded $2000 Max 3 Tier Non Metro ,45,92.9,92.9,157.4,157.4,,3/1/20,3/31/20,50,0,,1000,,UJ8CDX
MN,NON METRO,Preferred,20,69,10,6BHVPN43922103,THREE,2129641404,Preferred w/Ortho $1000  $50/$150 Ded $2000 Max 3 Tier Non Metro ,51.7,106.9,106.9,181,181,,4/1/20,4/30/20,50,0,,1000,,6BHVPN
